round,phase,num_labeled_nodes,accuracy
0,TEST,7,0.21052631735801697
1,TEST,14,0.3684210479259491
2,TEST,21,0.6842105388641357
3,TEST,28,0.5263158082962036
4,TEST,35,0.5789473652839661
5,TEST,42,0.6842105388641357
6,TEST,49,0.6842105388641357
7,TEST,56,0.5789473652839661
8,TEST,63,0.6842105388641357
9,TEST,70,0.6842105388641357
