round,phase,num_labeled_nodes,accuracy
0,TEST,7,0.3684210479259491
1,TEST,14,0.2631579041481018
2,TEST,21,0.3684210479259491
3,TEST,28,0.31578946113586426
4,TEST,35,0.2631579041481018
