round,phase,num_labeled_nodes,accuracy
0,TEST,7,0.21052631735801697
1,TEST,14,0.5263158082962036
2,TEST,21,0.3684210479259491
3,TEST,28,0.5263158082962036
4,TEST,35,0.3684210479259491
