round,phase,num_labeled_nodes,accuracy
0,TEST,7,0.10526315867900848
1,TEST,8,0.0
2,TEST,9,0.0
3,TEST,10,0.0
4,TEST,11,0.0
5,TEST,12,0.0
6,TEST,13,0.0
7,TEST,14,0.0
8,TEST,15,0.0
9,TEST,16,0.0
10,TEST,17,0.0
11,TEST,18,0.0
12,TEST,19,0.0
13,TEST,20,0.0
14,TEST,21,0.0
15,TEST,22,0.0
16,TEST,23,0.0
17,TEST,24,0.0
18,TEST,25,0.0
19,TEST,26,0.0
