round,phase,num_labeled_nodes,accuracy
0,TEST,7,0.31578946113586426
1,TEST,14,0.5789473652839661
2,TEST,21,0.5789473652839661
3,TEST,28,0.5789473652839661
4,TEST,35,0.4736842215061188
